;long;lat;road;fuel_supply;restaurant;snack_bar;convenience_store;public_phone;hotel;mechanics;borrower;money_supply;site_size_m2;vacancy_length
;-55519722;-15819722;BR-364;1;1;1;o;o;o;1;1;o;6000;44
;-56507817;-15204950;BR-364;1;1;1;1;1;o;1;1;o;8325;126
;-56521383;-15179400;BR-364;1;1;1;1;1;o;1;1;o;10044;152
;-56435283;-14841700;BR-364;1;o;o;o;o;o;o;1;o;6745;102
;-56431433;-14824650;BR-364;1;o;o;1;1;o;o;1;o;7650;116
;-56317500;-14724050;BR-364;1;1;1;1;1;o;1;1;o;6120;92
;-56320850;-14720333;BR-364;1;1;1;1;1;o;1;1;o;10200;154
;-56376172;-14376081;BR-364;1;1;1;1;1;o;1;1;o;20000;
;-56376534;-14376153;BR-364;1;1;1;o;1;o;1;1;o;7650;116
;-56927150;-14151583;BR-364;1;1;1;1;o;o;o;1;o;8000;
;-57505822;-14184756;BR-364;1;1;o;1;1;o;o;1;o;12000;
;-57959333;-14323969;BR-364;1;1;1;o;1;o;1;1;o;35000;
;-57891806;-13666417;BR-364;1;1;1;o;1;;1;1;o;5000;
;-57891194;-13663667;BR-364;1;1;1;o;1;o;1;1;o;2000;
;-57891556;-13661639;BR-364;1;o;o;1;1;1;o;o;o;4000;
;-57893917;-13654389;BR-364;1;;1;1;1;o;o;1;o;;
;-57893972;-13652611;BR-364;1;1;1;o;1;1;o;1;o;;
;-58034972;-13298611;BR-364;1;1;1;o;1;o;o;1;o;12600;
;-58809778;-13539639;BR-364;1;o;o;o;1;o;o;1;o;4000;
;-58810889;-13540098;BR-364;1;1;1;o;1;o;1;1;o;10000;
;-58811111;-13539528;BR-364;1;1;1;o;1;o;1;1;o;7200;
;-59262639;-13703444;BR-364;1;1;1;o;1;o;1;1;o;12000;
;-59795944;-13639972;BR-364;1;1;1;o;1;o;1;1;o;20000;
;-52642167;-18784383;BR-060;1;1;1;o;o;o;o;1;o;25200;180
;-53010233;-19027900;BR-060;1;1;1;1;1;o;o;o;o;16000;115
;-53009183;-19035700;BR-060;1;1;1;1;1;o;1;1;o;16200;120
;-53730033;-19409683;BR-060;o;1;1;1;1;o;o;o;o;4000;40
;-54043883;-19526083;BR-060;1;o;o;o;o;o;1;o;o;1600;15
;-54043133;-19530767;BR-060;1;1;1;1;1;1;1;1;1;o;o
;-54042350;-19536183;BR-060;1;1;1;1;1;1;1;1;1;400;o
;-54034700;-19583517;BR-060;1;1;1;1;1;o;o;o;o;8700;70
;-51722778;-19121389;BR-158;1;1;1;1;1;1;o;1;o;3000;30
;-51537222;-19209444;BR-158;1;1;1;o;o;o;o;1;o;3000;30
;-51370556;-19429167;BR-158;1;1;1;o;1;o;1;1;o;3000;30
;-51204722;-19649167;BR-158;1;1;1;1;1;1;1;1;o;4000;40
;-51182222;-19694167;BR-158;1;1;1;1;1;1;1;1;1;2000;20
;-51114167;-20042222;BR-158;1;1;1;1;1;o;o;1;o;4000;40
;-51415000;-20359167;BR-158;1;1;1;1;1;o;1;1;o;4000;40
;-51669722;-20781667;BR-158;1;1;1;1;1;1;1;1;o;3000;30
;-51706944;-20818889;BR-158;1;1;1;1;1;1;o;1;o;4000;40
;-52036111;-21255278;BR-158;1;1;1;1;1;1;1;1;1;;
;-54302019;-23903764;BR-163;1;1;1;1;o;o;1;1;o;20000;150
;-54284403;-23792706;BR-163;1;1;1;o;1;o;o;o;o;5000;
;-54278542;-23787069;BR-163;1;1;1;1;1;1;o;1;o;6000;60
;-54186214;-23481733;BR-163;1;o;o;1;o;o;o;o;o;o;o
;-54186447;-23481069;BR-163;1;o;o;1;o;o;o;o;o;o;o
;-54188172;-23475764;BR-163;1;o;o;1;1;o;o;1;o;600;10
;-54188583;-23472036;BR-163;1;1;1;o;1;o;1;o;o;800;10
;-54223042;-23102822;BR-163;1;1;1;1;o;o;o;1;o;10000;80
;-54605694;-22867519;BR-163;1;1;1;1;o;1;o;1;o;3500;30
;-54617781;-22863147;BR-163;1;1;1;1;1;o;o;1;o;3600;35
;-54811006;-22647714;BR-163;1;1;1;o;1;o;o;1;o;20000;140
;-54813242;-22640806;BR-163;1;o;o;1;o;o;o;o;o;o;o
;-54818833;-22632867;BR-163;1;o;1;o;1;o;o;o;o;o;o
;-54819219;-22631022;BR-163;1;1;1;1;o;o;o;1;o;1000;25
;-54813192;-22336678;BR-163;1;1;1;1;1;o;o;1;o;7000;130
;-54722153;-22217889;BR-163;1;1;1;1;1;o;1;1;o;10000;80
;-54706356;-22205278;BR-163;1;1;o;o;1;o;1;1;o;5000;70
;-54656722;-22166800;BR-163;1;o;o;o;o;o;o;1;o;8000;100
;-54613681;-22133056;BR-163;1;o;1;o;o;o;o;o;o;3000;40
;-54525058;-21775958;BR-163;1;1;1;1;o;o;1;1;o;8000;120
;-54453889;-21666194;BR-163;1;1;1;1;o;o;1;1;o;4000;60
;-54559833;-20564000;BR-163;1;1;1;o;1;o;1;1;o;17900;130
;-54566133;-20518586;BR-163;1;1;1;1;1;o;1;1;o;17900;130
;-54559222;-20497917;BR-163;1;1;1;1;1;o;1;1;o;26500;200
;-54559500;-20476667;BR-163;o;1;1;o;1;o;1;1;o;13500;100
;-54543611;-20454611;BR-163;1;1;1;1;1;o;o;1;o;12400;90
;-54543833;-20384111;BR-163;1;1;1;1;1;o;1;1;o;9400;70
;-54501333;-20295389;BR-163;1;1;1;o;o;o;o;1;o;12150;90
;-54498222;-20289056;BR-163;1;o;o;o;1;o;o;1;o;17250;130
;-54467333;-20205056;BR-163;1;1;1;1;1;o;1;1;o;10100;80
;-54368806;-19918389;BR-163;1;1;1;1;1;1;1;1;o;6000;45
;-54368806;-19918028;BR-163;1;1;1;1;1;1;1;1;1;2600;25
;-54350306;-19681250;BR-163;o;1;1;1;1;1;o;1;o;3750;30
;-54567694;-19395639;BR-163;1;o;1;1;1;1;o;o;o;1200;10
;-54567694;-19395639;BR-163;1;1;1;1;1;1;1;1;o;12000;90
;-54755083;-19173611;BR-163;o;1;1;1;o;o;o;1;o;5600;40
;-54835583;-18924056;BR-163;1;1;1;1;1;1;1;1;o;8675;70
;-54837250;-18921056;BR-163;1;1;1;o;o;1;o;o;o;2240;20
;-54840056;-18908083;BR-163;1;1;1;1;1;1;o;o;o;3540;25
;-54748694;-18548278;BR-163;o;1;1;o;1;1;1;1;o;9800;70
;-54742194;-18533972;BR-163;1;1;1;1;1;1;o;o;o;3625;30
;-54740861;-18528528;BR-163;1;1;1;1;1;1;o;1;o;o;o
;-54734662;-18504279;BR-163;1;o;1;1;1;1;o;o;o;2550;o
;-54732889;-18501722;BR-163;1;1;1;1;o;1;1;1;o;6200;45
;-54724167;-18485083;BR-163;1;1;1;1;1;o;1;1;o;20650;150
;-54654611;-18185833;BR-163;1;1;1;1;1;o;1;1;o;10200;75
;-54684778;-18032472;BR-163;1;1;1;1;1;o;1;1;o;10925;80
;-54711500;-17841083;BR-163;o;1;1;1;1;o;1;1;o;7725;60
;-54745472;-17593472;BR-163;1;1;1;1;1;1;1;1;o;6000;50
;-51730839;-20812794;BR-262;1;o;o;o;o;o;o;1;o;3500;20
;-52888164;-20443314;BR-262;1;1;1;o;o;o;o;1;o;1000;5
;-52895592;-20442889;BR-262;1;1;1;1;1;o;o;1;o;8000;40
;-53181186;-20411636;BR-262;1;1;1;1;o;o;o;1;o;5000;25
;-53761022;-20456686;BR-262;1;o;o;o;o;o;o;o;o;1000;5
;-53770747;-20457842;BR-262;1;o;o;o;o;o;o;o;o;1500;8
;-54513681;-20469161;BR-262;1;o;o;o;o;o;o;o;o;3500;20
;-54522953;-20467872;BR-262;1;o;o;o;o;o;o;o;o;5000;25
;-54541497;-20467522;BR-262;1;o;o;o;o;o;o;o;o;4000;20
;-54763625;-20478319;BR-262;1;1;1;o;1;o;o;1;o;5842;20
;-54876836;-20433881;BR-262;1;1;1;1;1;o;1;1;o;6647;25
;-55061347;-20429200;BR-262;1;1;1;o;o;o;o;1;o;6063;30
;-55383611;-20521850;BR-262;1;1;1;1;1;o;o;1;o;4370;20
;-55783089;-20499381;BR-262;1;1;1;o;1;1;o;1;o;13774;30
;-55808636;-20499400;BR-262;1;1;1;1;o;o;o;1;o;5531;30
;-56155574;-20350063;BR-262;1;1;1;1;1;o;o;1;o;5000;25
;-56343333;-20261389;BR-262;1;1;1;o;1;o;1;1;o;22500;30
;-56377778;-20233333;BR-262;1;o;1;o;1;o;o;o;o;o;o
;-57428611;-19494167;BR-262;1;o;1;o;1;o;o;o;o;2400;10
;-52417767;-21719167;BR-267;1;1;o;o;1;1;1;1;o;1000;8
;-52419550;-21720700;BR-267;1;1;1;1;1;1;1;1;o;8500;50
;-52426350;-21718983;BR-267;1;1;1;1;1;1;1;1;1;10500;60
;-52975033;-21860667;BR-267;1;1;1;1;1;o;o;1;o;11000;65
;-53237483;-21757800;BR-267;1;1;1;1;1;o;1;1;o;12000;76
;-53400833;-21680417;BR-267;1;1;1;1;1;o;o;1;o;10000;100
;-53401667;-21680556;BR-267;1;1;1;o;1;o;1;1;o;15000;20
;-53834722;-21601111;BR-267;1;o;1;o;1;o;1;1;o;5000;15
;-54039444;-21595000;BR-267;1;1;1;1;1;1;1;1;o;15000;20
;-54378167;-21472972;BR-267;1;1;1;1;1;1;1;1;o;30000;300
;-54378056;-21472778;BR-267;1;1;1;1;1;o;1;1;o;18000;35
;-54836175;-21601528;BR-267;1;1;1;o;1;o;1;1;o;7000;80
;-55608056;-21628333;BR-267;1;1;1;1;1;o;o;1;o;;20
;-56054722;-21417222;BR-267;1;1;1;o;o;o;o;1;o;;50
;-56103611;-21448333;BR-267;1;1;o;o;1;o;o;o;o;;10
;-56118611;-21456944;BR-267;1;1;1;1;1;o;o;1;o;;50
;-56136667;-21475000;BR-267;1;o;1;1;o;o;o;o;o;;20
;-56157778;-21480556;BR-267;1;1;1;o;1;o;1;1;o;;20
;-53131833;-18162067;BR-359;1;1;1;1;1;o;o;1;o;19500;140
;-53129783;-18167133;BR-359;1;o;o;o;1;o;1;1;o;4200;30
;-55898750;-20652639;BR-419;1;1;1;1;o;o;o;o;o;;10
;-44526450;-19158117;BR-040;1;1;1;1;1;1;1;1;1;o;o
;-44513433;-19170933;BR-040;1;o;1;o;o;1;o;1;o;400;20
;-44498217;-19183533;BR-040;1;1;1;o;1;o;o;1;o;800;40
;-44436317;-19231267;BR-040;1;o;1;o;1;1;o;1;o;400;16
;-44424817;-19247100;BR-040;1;1;1;1;o;o;o;1;1;30000;500
;-44379883;-19300250;BR-040;1;1;1;1;1;o;o;1;o;2000;40
;-44320833;-19445967;BR-040;1;1;1;o;1;o;1;1;o;6000;110
;-44317700;-19450183;BR-040;1;1;1;1;1;1;1;1;o;1800;50
;-44283350;-19481433;BR-040;1;1;1;o;1;o;1;1;o;9600;120
;-44279350;-19495783;BR-040;1;1;1;o;1;o;o;o;o;500;25
;-44264883;-19520667;BR-040;1;1;1;1;1;o;o;1;o;4000;100
;-44184717;-19682517;BR-040;1;1;1;1;1;o;o;1;o;300;12
;-44183850;-19681783;BR-040;1;1;1;o;1;o;1;1;1;12000;200
;-44162550;-19711267;BR-040;1;1;1;o;1;o;o;1;o;5000;120
;-44144200;-19750017;BR-040;1;1;1;1;1;o;o;1;o;800;40
;-44083300;-19828217;BR-040;1;1;1;o;o;o;o;o;o;1000;40
;-44054600;-19873117;BR-040;1;1;1;1;1;o;o;1;o;800;40
;-44055767;-19873867;BR-040;1;1;1;o;1;o;o;1;o;300;15
;-44014983;-19923667;BR-040;1;1;1;1;1;o;o;o;o;400;15
;-43997842;-19965661;BR-040;1;1;1;o;1;o;1;1;o;250;3
;-43986775;-19978603;BR-040;1;o;1;o;o;o;1;1;o;850;10
;-43963719;-20046172;BR-040;1;1;1;o;o;o;1;1;o;7000;25
;-43978200;-20061536;BR-040;1;1;1;o;1;o;o;1;o;2500;18
;-43968856;-20114389;BR-040;1;1;1;o;o;1;o;1;o;600;8
;-43972519;-20212489;BR-040;1;o;o;o;o;o;o;1;o;600;11
;-43837750;-20486694;BR-040;1;1;1;o;o;o;o;1;o;2850;28
;-43822642;-20533564;BR-040;1;1;1;o;o;o;1;1;o;1300;22
;-43821603;-20534286;BR-040;1;1;1;o;o;o;o;1;o;675;9
;-43814117;-20557719;BR-040;1;1;1;o;1;1;1;1;o;1000;14
;-43812039;-20643339;BR-040;1;1;1;o;o;o;o;1;o;1500;18
;-43802069;-20743931;BR-040;1;1;1;1;1;o;o;1;o;14000;o
;-43809481;-20814233;BR-040;1;1;1;1;1;1;o;o;o;5000;o
;-43798906;-20848011;BR-040;1;1;1;1;1;o;1;1;o;5000;o
;-43827856;-20902797;BR-040;1;1;1;o;1;o;o;1;o;13000;o
;-43788864;-20961603;BR-040;1;1;1;o;1;o;1;1;o;2000;o
;-43784244;-20971319;BR-040;1;1;1;1;o;o;o;1;o;700;o
;-43765830;-21064311;BR-040;1;1;1;o;1;1;o;1;o;700;o
;-43765156;-21147161;BR-040;1;o;1;o;o;o;o;1;o;875;18
;-43755914;-21181503;BR-040;1;1;1;1;1;o;o;o;o;1291;o
;-43744267;-21219228;BR-040;1;1;1;o;o;o;1;1;o;955;20
;-43725975;-21232586;BR-040;1;1;1;o;o;o;o;1;o;1207;20
;-43631556;-21297667;BR-040;1;1;1;o;1;o;o;1;o;1666;20
;-43627153;-21299653;BR-040;1;1;1;o;o;o;o;1;o;864;o
;-43556000;-21428917;BR-040;1;1;1;1;1;1;o;1;o;630;4
;-43539964;-21483481;BR-040;1;1;1;1;1;o;o;o;o;596;3
;-43545625;-21477739;BR-040;1;1;1;o;1;1;1;1;o;1071;15
;-43510614;-21537803;BR-040;1;1;1;o;1;o;o;1;o;537;10
;-43439852;-21635389;BR-040;1;1;1;o;1;o;1;1;o;14000;o
;-48064867;-19440367;BR-050;1;1;1;1;o;o;o;1;o;1840;11
;-48030350;-19584067;BR-050;1;1;1;1;1;o;1;1;o;9600;61
;-48014933;-19626617;BR-050;1;1;1;o;o;o;o;1;o;600;3
;-47974850;-19764467;BR-050;1;1;1;1;1;1;1;1;o;16360;104
;-47957017;-19778233;BR-050;1;1;1;1;1;1;o;o;o;2900;18
;-47929117;-19777150;BR-050;1;1;1;1;1;o;1;1;o;6000;38
;-47926050;-19776750;BR-050;1;1;1;o;1;o;o;1;o;3500;22
;-47915183;-19787267;BR-050;1;o;1;1;1;o;o;o;o;1000;6
;-47903950;-19804333;BR-050;1;1;1;1;1;o;1;1;o;2400;15
;-47898600;-19810850;BR-050;1;1;1;o;1;o;1;1;o;10000;64
;-47852133;-19881950;BR-050;1;1;1;1;1;1;o;1;o;10000;64
;-47811950;-19941200;BR-050;1;1;1;o;1;o;o;1;o;10000;64
;-41339925;-15717420;BR-116;1;1;1;1;1;o;1;1;o;20000;144
;-41343915;-15724586;BR-116;1;1;1;1;1;o;o;1;o;6000;43
;-41364843;-15805730;BR-116;1;1;1;1;o;o;1;1;o;22000;158
;-41377898;-15810646;BR-116;1;1;1;1;1;1;1;1;o;154000;1108
;-41415774;-15890031;BR-116;1;1;1;1;o;1;o;1;o;12000;86
;-41395058;-15925213;BR-116;1;1;1;1;1;1;1;1;o;10500;76
;-41477420;-16319238;BR-116;1;1;1;1;o;o;1;1;o;6800;49
;-41472893;-16337890;BR-116;1;1;1;o;o;o;o;1;o;10000;72
;-41502502;-16556910;BR-116;1;o;1;o;o;o;1;1;o;4000;29
;-41501682;-16619561;BR-116;1;1;1;o;1;1;1;1;o;20400;147
;·41499776;-16699306;BR-116;1;1;1;1;1;o;1;1;o;14000;101
;-41505824;-16746175;BR-116;1;1;1;1;1;o;o;1;o;18000;129
;-41481802;-17067617;BR-116;1;1;1;o;1;1;1;1;o;3600;26
;-41530705;-17373154;BR-116;1;1;1;1;o;o;1;1;o;12600;90
;-41496922;-17622799;BR-116;1;1;1;1;o;o;1;1;o;11200;80
;-41497586;-17773623;BR-116;1;1;1;o;o;o;o;1;o;5400;39
;-41507076;-17826094;BR-116;1;1;1;1;o;o;1;1;o;3900;28
;-41514796;-17864081;BR-116;1;1;1;o;1;o;o;o;1;2600;19
;-41537057;-17960366;BR-116;1;1;1;1;1;o;1;1;o;5000;36
;-41641128;-18016748;BR-116;1;1;1;1;1;o;o;1;o;20000;144
;-41706998;-18175151;BR-116;1;1;1;1;o;o;1;1;o;11900;85
;-41748041;-18289818;BR-116;1;1;1;1;o;1;o;1;o;9000;64
;-41871443;-18490002;BR-116;1;1;1;1;o;o;1;1;o;19200;138
;-41879393;-18507587;BR-116;1;1;1;o;o;o;o;1;o;13600;97
;-41988927;-18681170;BR-116;1;1;1;1;1;1;1;1;o;18000;100
;-41989325;-18722666;BR-116;1;1;1;1;1;o;1;1;o;48000;300
;-41989147;-18831818;BR-116;1;1;1;1;1;1;1;1;o;5000;30
;-41974519;-18859353;BR-116;1;1;1;o;1;1;o;1;o;4000;20
;-41948480;-18884388;BR-116;1;1;o;1;o;o;o;o;o;6000;20
;-41946165;-18889761;BR-116;1;1;1;o;1;o;1;1;o;10016;50
;-41947027;-18891336;BR-116;1;1;1;1;1;o;1;1;o;9500;50
;-41943681;-18903929;BR-116;1;1;o;1;1;o;1;1;o;9500;50
;-41983976;-18978634;BR-116;1;1;o;o;1;1;o;o;o;4000;20
;-41993681;-19044715;BR-116;1;o;o;o;o;o;o;1;o;5000;30
;-42007469;-19100634;BR-116;1;1;1;o;1;o;1;1;o;8000;40
;-42029011;-19165758;BR-116;1;o;1;o;1;o;o;o;o;1500;30
;-42057298;-19242402;BR-116;1;1;1;o;o;o;1;1;o;25870;100
;-42109583;-19377683;BR-116;1;1;1;o;1;o;o;1;o;3700;30
;-42127517;-19495933;BR-116;1;1;1;1;o;1;o;1;o;3800;50
;-42133667;-19747583;BR-116;1;1;1;1;o;o;1;1;o;24000;400
;-42131633;-19768617;BR-116;1;1;1;o;1;1;1;1;o;1000;80
;-42136633;-19801783;BR-116;1;1;1;1;1;1;1;1;o;12000;200
;-42140133;-19979517;BR-116;1;1;1;o;1;1;1;1;o;10000;150
;-42142917;-20247580;BR-116;1;1;1;1;1;1;1;1;o;20000;300
;-42149306;-20398778;BR-116;1;1;1;o;1;o;o;1;o;7500;75
;·42150056;-20399000;BR-116;1;1;1;o;1;1;1;1;o;2500;25
;-42180000;-20475639;BR-116;1;1;1;o;o;o;1;1;o;2500;25
;-42227722;-20629528;BR-116;1;1;1;o;o;o;o;o;o;1500;15
;-42281472;-20728250;BR-116;1;1;1;1;1;1;1;1;o;5300;53
;-42321111;-20846333;BR-116;1;1;1;1;1;o;1;1;o;15000;150
;-42347083;-20899500;BR-116;1;1;1;1;1;1;1;1;o;2000;20
;-42355058;-20975200;BR-116;1;1;1;1;o;o;1;1;o;2500;25
;-42856108;-20660397;BR-120;1;1;1;1;1;1;1;o;o;780;13
;-42864358;-20733411;BR-120;1;1;o;o;1;o;o;o;o;180;3
;-42804953;-20842256;BR-120;1;1;1;o;o;o;o;1;o;780;13
;-42830883;-20932550;BR-120;1;1;1;o;1;o;o;1;o;1200;20
;-43868074;-16897046;BR-135;1;1;1;o;1;o;1;1;o;1500;10
;-43868673;-16902129;BR-135;1;o;o;o;o;o;o;o;o;1800;13
;-43821555;-17116668;BR-135;1;1;o;o;o;1;o;o;o;850;6
;-43934782;-17294704;BR-135;1;1;1;1;1;1;o;1;o;800;6
;-44022566;-17453426;BR-135;1;1;1;o;o;o;1;1;o;1700;12
;-44138039;-17763797;BR-135;1;1;1;o;o;o;o;1;o;1000;7
;-44173500;-17873433;BR-135;1;1;1;o;1;o;o;1;o;500;10
;-44173467;-17874567;BR-135;1;1;1;o;1;1;o;1;o;500;8
;-44172667;-17878967;BR-135;1;1;1;o;1;o;o;1;o;420;8
;-44168833;-17899483;BR-135;1;1;1;1;o;o;o;1;o;800;25
;-44260650;-18108183;BR-135;1;1;1;o;1;o;o;1;o;400;8
;-44443867;-18372150;BR-135;1;1;1;o;o;o;o;1;o;360;4
;-44458183;-18407583;BR-135;1;1;1;1;1;1;1;1;o;20000;200
;-44466717;-18572617;BR-135;1;1;1;o;1;o;o;1;o;6000;90
;-44442700;-18708717;BR-135;1;1;1;o;1;o;o;1;o;7000;90
;-44465933;-18801167;BR-135;1;1;1;1;1;o;1;1;o;2000;32
;-44495383;-18854933;BR-135;1;1;1;1;o;o;o;1;o;700;11
;-44497833;-18939033;BR-135;1;1;1;o;o;o;o;1;o;7000;80
;-44534050;-19150417;BR-135;1;1;1;o;1;1;o;1;o;20000;220
;-46677317;-19105750;BR-146;1;o;1;o;1;o;o;o;o;280;12
;-48908411;-19296633;BR-153;1;1;1;1;1;o;1;1;o;10000;30
;-48908008;-19302514;BR-153;1;1;1;1;1;o;1;1;o;63000;300
;-48900358;-19365506;BR-153;1;1;1;1;1;o;1;1;o;5000;20
;-48862892;-19482444;BR-153;1;1;1;o;1;o;o;o;o;40000;100
;-48979750;-19659494;BR-153;1;1;1;1;1;o;o;o;o;15000;50
;-42262009;-16135199;BR-251;1;1;1;1;1;1;o;1;o;10000;45
;-42301308;-16142944;BR-251;1;1;1;1;1;o;1;1;o;8000;35
;-42583557;-16264643;BR-251;1;1;1;o;o;o;o;1;o;2500;16
;-42711014;-16300488;BR-251;1;1;1;1;1;1;1;1;o;1500;9
;-43501229;-16476167;BR-251;1;o;1;o;o;o;o;1;o;3000;17
;-43654097;-16605199;BR-251;1;1;1;o;1;o;o;1;o;5000;25
;-43661677;-16610996;BR-251;1;1;1;o;1;o;o;1;o;1800;10
;-43739473;-16658977;BR-251;1;1;1;o;1;o;1;1;o;10000;45
;-41063592;-19499656;BR-259;1;1;1;o;1;o;o;o;o;3200;20
;-41235263;-19354732;BR-259;1;1;o;o;o;o;o;o;o;22000;60
;-41237190;-19342488;BR-259;1;1;1;1;1;1;o;1;o;15500;60
;-41214379;-19285811;BR-259;1;1;1;1;o;o;o;o;o;8400;40
;-41802250;-18858290;BR-259;1;1;1;o;1;o;o;1;o;20000;60
;-41779119;-20271864;BR-262;1;1;1;o;o;o;o;1;o;720;12
;-41878428;-20260819;BR-262;1;1;1;o;1;1;o;o;o;180;3
;-41980894;-20247775;BR-262;1;1;1;o;o;o;o;o;o;600;10
;-42038100;-20267586;BR-262;1;1;1;o;o;o;o;o;o;240;4
;-42042006;-20273156;BR-262;1;1;1;o;1;o;o;o;o;720;12
;-42054375;-20276078;BR-262;1;1;1;o;1;o;1;o;o;1500;25
;-42141867;-20246022;BR-262;1;1;1;1;1;1;1;o;o;600;10
;-42142694;-20247164;BR-262;1;1;1;1;1;o;1;o;1;1350;13
;-42144342;-20247889;BR-262;1;1;1;o;1;o;1;o;o;1500;25
;-42147450;-20247569;BR-262;1;o;1;o;o;o;o;o;o;300;5
;-42150811;-20246631;BR-262;1;1;1;o;1;o;1;1;o;480;8
;-42328078;-20315800;BR-262;1;1;1;o;1;1;o;1;o;1500;25
;-42436497;-20332958;BR-262;1;1;1;o;o;o;o;1;o;600;10
;-42466247;-20309897;BR-262;1;1;1;o;o;o;1;1;o;600;10
;-42477781;-20296089;BR-262;1;1;1;1;1;1;o;o;o;900;15
;-42484769;-20290919;BR-262;1;1;1;o;o;o;o;o;o;720;12
;-42621508;-20234011;BR-262;1;1;1;1;1;o;o;o;o;2400;40
;-42643200;-20222489;BR-262;1;1;1;o;o;1;o;1;o;1200;20
;-42657594;-20213125;BR-262;1;1;1;o;1;1;1;1;o;3000;50
;-42704136;-20092847;BR-262;1;1;1;1;o;o;o;1;o;2100;35
;-42770208;-20005211;BR-262;1;1;1;1;o;1;1;1;o;2400;40
;-44271894;-19973525;BR-262;1;1;1;o;1;o;o;o;o;o;o
;-44292636;-19970156;BR-262;1;1;1;o;o;o;o;1;o;o;o
;-44365322;-19956650;BR-262;1;1;1;1;1;o;1;1;o;14000;150
;-44415725;-19931872;BR-262;1;1;1;o;1;o;o;o;o;3000;10
;-44491922;-19918219;BR-262;1;1;1;1;1;o;o;o;o;o;o
;-44709644;-19890939;BR-262;1;1;1;o;1;o;1;1;o;10000;100
;-44967808;-19871664;BR-262;1;1;1;o;1;o;1;1;o;10000;100
;-44968300;-19872478;BR-262;1;1;1;o;1;o;1;1;o;9500;70
;-45133406;-19802569;BR-262;1;1;1;1;1;o;o;1;o;4000;50
;-45150775;-19794606;BR-262;1;1;1;1;1;o;o;o;o;3000;20
;-45236339;-19785861;BR-262;1;1;1;o;1;o;1;1;o;2500;30
;-45252456;-19785428;BR-262;1;1;1;1;1;1;1;1;o;42000;800
;-45269989;-19783378;BR-262;1;1;1;o;1;o;o;1;o;5000;40
;-45440572;-19783528;BR-262;1;o;1;o;1;o;o;1;o;3500;30
;-45629344;-19787167;BR-262;1;1;1;o;1;1;o;o;o;2500;20
;-45656389;-19783825;BR-262;1;1;1;o;1;o;1;1;o;15000;70
;-45678350;-19782103;BR-262;1;1;1;o;o;o;o;1;o;3500;38
;-45785278;-19767011;BR-262;1;1;1;o;1;1;1;1;o;3000;35
;-45797981;-19761250;BR-262;1;1;1;o;o;o;o;1;o;3500;40
;-45997819;-19747336;BR-262;1;1;1;o;1;o;o;1;o;600;7
;-46052950;-19668617;BR-262;1;1;1;o;1;o;o;1;o;1100;60
;-46057500;-19665900;BR-262;1;1;1;1;1;o;1;1;o;2980;180
;-46493250;-19591583;BR-262;1;1;1;1;1;o;1;1;o;7900;250
;-46606817;-19581483;BR-262;1;1;1;o;1;o;o;1;o;475;38
;-46880033;-19554583;BR-262;1;1;1;o;1;o;o;1;o;580;60
;-46968750;-19557900;BR-262;1;1;1;1;1;o;o;1;o;1890;165
;-47675133;-19684967;BR-262;1;1;1;o;1;o;o;1;o;2400;15
;-43805167;-21195389;BR-265;1;1;1;o;1;o;o;1;o;330;
;-43969786;-21175894;BR-265;1;1;1;o;1;o;o;1;o;8300;119
;-43983678;-21173925;BR-265;1;1;1;o;1;o;o;1;o;480;
;-44243611;-21148581;BR-265;1;1;1;o;1;o;o;1;o;600;
;-44423747;-21240275;BR-265;1;1;1;o;o;o;o;1;o;1000;10
;-44661244;-21295139;BR-265;1;1;1;o;o;1;o;1;o;soo;6
;-44983457;-21265990;BR-265;1;1;1;o;o;o;o;1;o;300;5
;-45026650;-21237153;BR-265;1;1;1;o;o;o;1;1;o;2000;20
;-45028332;-21235924;BR-265;1;1;1;o;o;o;o;1;o;1000;8
;-45232131;-21231167;BR-265;1;1;1;o;o;1;o;o;o;3000;6
;-45233319;-21231167;BR-265;1;1;1;o;o;o;o;o;o;250;2
;-45506461;-21245738;BR-265;1;1;1;o;o;o;o;1;o;400;4
;-45575100;-21092361;BR-265;1;o;o;o;o;o;1;1;o;1000;10
;-43101083;-21735833;BR-267;1;1;1;1;1;o;o;1;o;1840;
;-43278894;-21749367;BR-267;1;1;1;1;1;o;1;1;o;1215;
;-43485117;-21709728;BR-267;1;1;1;o;o;o;o;o;o;340;3
;-43619689;-21775086;BR-267;1;1;1;o;1;o;o;1;o;2700;30
;-43815347;-21851342;BR-267;1;1;1;o;1;o;1;1;o;3960;
;-44443413;-21927261;BR-267;1;1;1;1;o;o;o;1;o;10000;100
;-46479733;-18658233;BR-354;1;1;1;1;1;o;1;1;o;20000;200
;-46401733;-18837950;BR-354;1;1;1;o;o;o;1;1;o;1000;10
;-46223100;-19039117;BR-354;1;1;1;1;1;o;o;1;o;4000;40
;-46144800;-19206533;BR-354;1;1;1;o;o;o;o;o;o;7000;70
;-46134983;-19352767;BR-354;1;1;1;o;1;o;1;1;o;10000;100
;-45950305;-20012378;BR-354;1;1;1;1;1;1;o;1;o;5000;40
;-45716906;-20170808;BR-354;1;1;1;1;1;o;o;1;o;2500;20
;-45716144;-20174019;BR-354;1;1;1;o;1;o;o;1;o;2200;18
;-45548285;-20290008;BR-354;1;1;1;o;o;o;o;o;o;;
