;long;lat;road;fuel_supply;restaurant;snack_bar;convenience_store;public_phone;hotel;mechanics;borrower;money_supply;site_size_m2;vacancy_length
;-67356917;-9751083;BR-317;o;o;o;o;o;o;o;o;o;600;6
;-67355528;-9755944;BR-317;1;o;o;1;o;o;o;o;o;200;2
;-67440083;-9885917;BR-317;1;o;o;1;o;o;o;o;o;300;3
;-67676291;-10565319;BR-317;1;1;o;1;o;o;o;o;o;4000;30
;-67675722;-10569722;BR-317;1;o;o;1;1;1;o;o;o;1000;10
;-67677806;-10576806;BR-317;1;o;o;1;o;o;o;o;1;400;2
;-68744027;-11018686;BR-317;1;o;o;1;o;o;o;o;1;1000;10
;-68744092;-11015684;BR-317;1;o;1;1;o;o;o;o;o;o;o
;-68741639;-11012639;BR-317;1;o;o;1;o;o;o;o;o;400;4
;-69564083;-10932444;BR-317;1;o;o;o;o;o;o;o;o;800;8
;-67790972;-10010944;BR-364;1;1;1;1;1;o;1;1;1;20000;200
;-67848444;-10006083;BR-364;1;o;o;1;o;o;o;o;o;2400;30
;-67890684;-9907735;BR-364;o;1;o;1;1;1;1;o;o;1000;10
;-67920952;-9855265;BR-364;1;o;o;1;1;o;o;o;o;600;6
;-67949645;-9833618;BR-364;1;o;1;1;o;o;o;o;o;o;o
;-67950769;-9832076;BR-364;1;o;o;1;o;o;o;o;o;o;o
;-35838944;-9396000;BR-101;1;1;1;1;1;1;1;1;o;;70
;-35839056;-9396417;BR-101;1;1;1;1;1;o;1;1;o;;120
;-35839889;-9408806;BR-101;1;1;1;1;1;1;1;1;o;;100
;-35836889;-9430083;BR-101;1;1;1;1;1;1;1;1;o;;60
;-36109583;-9796694;BR-101;1;1;1;o;1;1;o;o;o;;50
;-36110861;-9799944;BR-101;1;1;1;1;1;1;1;1;1;;120
;-36358061;-9902056;BR-101;1;1;1;1;1;1;1;1;o;;100
;-36545056;-9957778;BR-101;1;1;1;1;1;1;1;1;o;;100
;-36570361;-9985528;BR-101;1;1;1;1;1;o;1;1;o;;80
;-36037417;-9037694;BR-104;1;1;1;1;1;o;o;1;o;;30
;-37300167;-9328806;BR-316;1;1;1;1;o;1;o;1;o;3600;30
;-37264306;-9364306;BR-316;1;1;1;1;1;1;1;o;o;6000;30
;-37237278;-9372111;BR-316;1;1;1;1;1;1;o;o;o;1000;5
;-37136972;-9387028;BR-316;1;o;o;o;1;o;o;1;o;2000;15
;-37089222;-9389333;BR-316;1;1;1;o;o;o;o;1;o;8000;20
;-36993444;-9404583;BR-316;1;o;o;o;o;o;o;o;o;10000;20
;-36922250;-9399583;BR-316;1;o;o;1;1;o;o;o;o;2000;10
;-36814944;-9389222;BR-316;1;1;1;o;o;o;o;1;o;5000;30
;-36756806;-9390139;BR-316;1;1;1;o;1;o;o;1;o;2000;10
;-36689444;-9405639;BR-316;1;1;1;1;1;o;o;1;o;8000;40
;-36651139;-9430139;BR-316;1;1;1;1;o;o;1;1;o;10000;40
;-36621667;-9422528;BR-316;1;1;1;o;1;o;1;1;o;3000;5
;-36617972;-9426917;BR-316;1t;1;1;1;1;o;1;1;o;8000;15
;-37363333;-9144028;BR-423;1;1;1;o;1;o;o;1;o;2500;20
;-37512528;-9192222;BR-423;o;1;1;1;1;o;1;1;o;5000;20
;-37731833;-9264806;BR-423;1;1;1;1;1;o;o;1;o;5000;20
;-37983639;-9330472;BR-423;1;1;1;o;o;o;1;1;o;10000;30
;-38185694;-9404889;BR-423;1;1;1;1;1;1;o;1;o;10000;20
;-52524031;-844800;BR-156;1;1;1;o;1;1;o;1;o;1400;20
;-51371839;690380;BR-156;1;o;o;o;o;o;o;o;o;o;o
;-50911431;1501715;BR-156;1;1;1;o;1;1;o;1;o;o;o
;-50972432;2490745;BR-156;1;o;o;o;o;o;o;o;o;o;o
;-51816667;3838330;BR-156;1;1;1;o;1;o;o;o;o;300;5
;-51055400;71414;BR-210;1;1;1;o;1;o;o;o;o;600;10
;-51079237;83657;BR-210;1;o;o;o;o;o;o;o;o;o;o
;-51126137;105993;BR-210;1;o;1;1;1;o;o;o;o;150;3
;-51972770;800202;BR-210;1;o;o;o;o;o;o;o;o;o;o
;-52018375;847441;BR-210;1;o;o;o;o;o;o;o;o;o;o
;-60015533;-2971669;BR-174;1;1;1;1;1;1;1;1;1;30000;30
;-60025819;-2049167;BR-174;1;1;1;1;1;1;1;1;1;50000;50
;-60351814;-1275750;BR-174;1;1;o;o;o;o;o;o;o;o;o
;-59891389;-7197222;BR-230;1;o;1;o;1;o;1;1;o;10000;10
;-63020833;-7506111;BR-230;1;o;1;o;1;o;1;1;o;15000;15
;-64682400;-7378183;BR-230;1;o;1;o;1;o;1;1;o;20000;20
;-59942764;-3132450;BR-319;1;1;1;1;1;o;1;1;o;50000;50
;-59872433;-3191178;BR-319;1;1;1;1;1;1;1;1;o;20000;15
;-60363558;-3823444;BR-319;1;1;1;1;1;1;1;1;1;15000;20
;-43763233;-14326850;BR-030;1;1;1;o;o;o;o;o;o;o;o
;-42790083;-14210333;BR-030;1;1;1;o;o;o;o;1;o;o;o
;-42723033;-14166333;BR-030;1;1;1;o;o;o;o;1;o;o;o
;-42497433;-14062967;BR-030;1;1;1;o;o;1;o;o;o;o;o
;-42435767;-14112700;BR-030;1;1;1;o;o;o;o;1;o;o;o
;-42094167;-14210283;BR-030;1;1;1;o;1;o;o;o;o;o;o
;-41724167;-14241217;BR-030;1;o;o;o;1;o;o;o;o;o;o
;-37846603;-11538231;BR-101;1;1;1;1;1;o;o;1;o;7000;100
;-38019155;-11885308;BR-101;1;1;1;1;o;o;o;1;o;12000;160
;-38097083;-11964611;BR-101;1;1;1;1;1;o;1;1;o;10000;150
;-38350139;-12084056;BR-101;1;1;1;o;o;o;o;1;o;4000;70
;-38383056;-12108056;BR-101;1;1;1;1;1;o;o;1;o;5000;70
;-38392528;-12138889;BR-101;1;1;1;o;o;1;o;1;o;2000;25
;-38391690;-12142670;BR-101;1;1;1;1;1;o;1;1;o;5000;70
;-38407806;-12157722;BR-101;1;1;1;1;1;o;1;1;o;12000;120
;-38408310;-12157920;;;;;;;;;;;;
;-38422472;-12166672;BR-101;1;o;1;1;o;o;o;o;o;o;o
;-38617917;-12212167;BR-101;1;1;1;1;o;o;o;1;o;7000;80
;-38752000;-12333917;BR-101;1;1;1;1;o;o;o;1;o;5000;60
;-38778642;-12353694;BR-101;1;1;1;o;1;1;o;1;o;7700;70
;-38808669;-12355078;BR-101;1;1;1;o;1;o;o;1;o;2000;50
;-38833194;-12360472;BR-101;1;1;1;1;1;1;o;1;o;9000;200
;-38836417;-12360889;BR-101;1;1;1;1;1;1;o;1;o;12000;250
;-38853589;-12354044;BR-101;1;1;1;1;1;o;o;1;o;10000;200
;-38864169;-12361189;BR-101;1;1;1;o;1;o;o;1;o;1800;30
;-38977800;-12554669;BR-101;1;1;1;o;1;1;o;1;o;800;15
;-39045128;-12598667;BR-101;1;1;1;1;1;1;o;1;o;2500;40
;-39051458;-12602642;BR-101;1;1;1;1;1;o;o;1;o;o;o
;-39082686;-12610764;BR-101;1;1;1;1;1;o;o;o;o;6000;100
;-39124717;-12658606;BR-101;1;o;1;1;1;o;o;1;o;1200;25
;-39178489;-12715463;BR-101;1;o;1;o;1;1;o;1;o;o;o
;-39323453;-13285916;BR-101;1;1;1;1;1;o;o;1;o;3000;40
;-39345632;-13302862;BR-101;1;1;1;1;1;1;o;1;o;1500;30
;-39492844;-13602325;BR-101;1;o;o;o;1;1;o;1;o;o;o
;-39332175;-14150936;BR-101;1;1;1;o;1;o;o;1;o;1000;30
;-39322878;-14305731;BR-101;1;o;1;o;1;o;o;o;o;o;o
;-39345980;-14727350;BR-101;1;1;1;1;o;o;o;1;o;1500;15
;-39289722;-14781111;BR-101;1;1;1;o;1;o;1;1;o;3000;30
;-39296111;-14808333;BR-101;1;1;1;o;1;1;o;1;o;5000;50
;-39305833;-14957222;BR-101;1;1;1;1;1;o;1;1;o;3000;30
;-39320278;-14971111;BR-101;1;1;1;1;o;o;1;1;o;3000;30
;-39326389;-14974167;BR-101;1;1;1;o;o;o;o;o;o;5000;50
;-39617472;-16058000;BR-101;1;1;1;1;1;o;1;1;o;15000;50
;-39619250;-16060389;BR-101;1;1;1;1;1;1;1;1;o;20000;60
;-39581249;-16335209;BR-101;1;1;1;o;1;o;o;1;o;15000;60
;-39580417;-16355139;BR-101;1;1;1;1;1;o;o;1;o;12000;60
;-39581056;-16395806;BR-101;1;1;1;1;1;o;1;1;o;25000;80
;-39560028;-16571972;BR-101;1;1;1;o;1;o;o;1;o;7500;40
;-39547778;-16602222;BR-101;1;1;1;o;1;1;o;1;o;20000;60
;-39455750;-16730444;BR-101;1;1;1;o;o;o;1;1;o;10000;40
;-39550917;-17001750;BR-101;1;1;1;o;o;o;o;1;o;15000;40
;-39543000;-17013611;BR-101;1;1;1;1;1;1;1;1;1;15000;60
;-39542444;-17016528;BR-101;1;1;1;o;1;1;o;1;o;21000;60
;-39553750;-17063472;BR-101;1;1;1;1;1;o;1;1;o;7000;25
;-39667836;-17394244;BR-101;1;1;1;o;o;o;o;1;o;11000;50
;-39726325;-17558910;BR-101;1;1;1;1;1;o;o;1;o;10500;40
;-39741000;-17586111;BR-101;1;1;1;1;1;1;1;1;o;12000;60
;-39741230;-17586860;;;;;;;;;;;;
;-38341389;-10072389;BR-110;1;1;1;o;1;o;1;1;o;5000;80
;-39007083;-10525306;BR-116;1;1;1;1;1;o;1;1;1;8000;100
;-38799583;-10979889;BR-116;1;1;1;1;1;o;1;1;o;9000;130
;-39000472;-11669139;BR-116;1;1;1;o;o;1;1;1;o;2000;20
;-38970028;-12062417;BR-116;1;1;1;1;1;1;1;1;o;4000;50
;-39117750;-12372050;;;;;;;;;;;;
;-39228222;-12440444;BR-116;1;1;1;1;o;o;1;1;o;40000;220
;-39305944;-12476778;BR-116;1;1;1;o;1;o;1;1;o;43700;240
;-39685333;-12687861;BR-116;1;1;1;1;1;1;1;1;o;39000;217
;-39699389;-12693083;BR-116;1;1;1;1;o;o;1;1;o;52000;289
;-39823444;-12815333;BR-116;1;1;1;o;o;o;1;1;o;25500;141
;-39941000;-12982833;BR-116;1;1;1;o;o;o;1;1;o;44800;249
;-40070222;-13546722;BR-116;1;1;1;1;1;1;1;1;o;33000;183
;-40072861;-13553111;BR-116;1;1;1;1;1;o;1;1;o;44000;244
;-40093222;-13630083;BR-116;1;1;1;o;o;o;o;1;o;24000;133
;-403B0639;-14526917;BR-116;1;1;1;o;1;o;1;1;o;52000;289
;-40537583;-14682639;BR-116;1;1;1;1;1;o;1;1;o;32000;178
;-40706389;-14766222;BR-116;1;1;1;1;1;1;1;1;1;34000;189
;-40853270;-14900490;;;;;;;;;;;;
;-41221500;-15435639;BR-116;1;1;1;1;o;1;1;1;o;18000;100
;-41247917;-15529694;BR-116;1;1;1;1;1;1;1;1;o;27600;153
;-40498272;-9449429;;;;;;;;;;;;
;-42691944;-14490361;BR-122;1;1;1;o;1;1;o;1;o;300;20
;-39936417;-12514889;BR-242;1;1;1;1;1;o;o;1;o;10000;125
;-40285642;-12517214;BR-242;1;1;1;1;1;o;1;1;o;8000;150
;-41742258;-12472222;BR-242;1;1;1;1;1;o;1;1;1;18000;225
;-43217639;-12178361;BR-242;1;1;1;1;1;o;1;1;1;18000;225
;-45090210;-12121816;BR-242;1;1;1;1;1;o;1;1;o;41000;500
;-45584357;-12064300;BR-242;1;1;1;1;1;1;1;1;o;20000;250
;-39996222;-11385083;BR-324;1;1;1;1;1;o;o;o;o;10000;125
;-39363222;-11827694;BR-324;1;1;1;1;1;o;1;1;o;8000;100
;-38954318;-12231911;;;;;;;;;;;;
;-38932820;-12262B50;;;;;;;;;;;;
;-38847861;-12339278;BR-324;1;1;1;1;1;o;1;1;o;135000;750
;-38844972;-12339750;BR-324;1;1;1;1;o;o;1;1;o;50000;278
;-38793010;-12384210;;;;;;;;;;;;
;-38463583;-12694972;BR-324;1;1;1;1;o;o;1;1;o;41400;230
;-38489470;-12967448;;;;;;;;;;;;
;-40087460;-13856840;;;;;;;;;;;;
;-43601183;-13266647;BR-349;1;1;1;o;1;o;o;1;o;455;13
;-43383240;-13285700;;;;;;;;;;;;
;-40288944;-9868083;BR-407;1;1;1;1;1;1;1;1;o;20000;250
;-40015250;-11344778;BR-407;1;1;1;1;1;o;1;1;o;9000;112
;-40457210;-6125400;BR-020;1;1;1;o;1;o;1;1;o;1012;9
;-40295230;-6015360;BR-020;1;1;1;o;1;o;o;1;o;675;6
;-40282970;-6003630;BR-020;1;1;1;o;1;o;o;1;o;1125;10
;-40276230;-5997700;BR-020;1;1;o;o;o;o;o;o;o;3375;30
;-40005050;-5441870;BR-020;1;1;1;o;1;1;o;1;o;562;5
;-40001330;-5437040;BR-020;1;1;1;o;1;1;1;1;o;2475;22
;-39731383;-5120400;BR-020;1;o;o;o;1;o;o;1;o;450;6
;-39727667;-5117483;BR-020;1;1;1;o;1;1;1;1;o;900;9
;-39726517;-5116583;BR-020;1;1;1;1;1;1;1;1;o;1350;12
;-39726517;-5116583;BR-020;1;1;1;1;1;1;o;1;o;900;8
;-39573600;-4855000;BR-020;1;1;1;1;1;o;o;1;o;790;6
;-39573600;-4855000;BR-020;1;1;1;1;1;o;o;1;o;440;5
;-39358183;-4580167;BR-020;1;1;1;1;1;o;o;1;o;520;6
;-39197704;-4232674;BR-020;1;1;1;o;1;o;o;1;o;2500;39
;-39169029;-4180083;BR-020;1;1;1;o;o;o;o;1;o;4080;64
;-38785625;-3853862;BR-020;1;1;1;o;o;1;1;1;o;4282;67
;-38697148;-3786011;BR-020;1;1;1;o;o;1;1;1;o;4282;67
;-38659451;-3779059;BR-020;1;o;o;o;o;o;o;1;o;1408;14
;-38643727;-3799534;BR-020;1;o;1;1;1;o;1;1;o;1848;18
;-38637878;-3809230;BR-020;1;o;1;1;o;o;1;1;o;1320;13
;-38580815;-3844341;BR-020;1;1;1;1;1;o;1;1;o;3450;54
;-38484842;-3871835;BR-020;1;o;1;o;1;o;o;1;o;3406;53
;-38515714;-3776003;BR-116;1;o;1;o;1;o;1;o;o;10896;80
;-38496344;-3854311;BR-116;1;1;1;1;1;1;o;1;o;7140;40
;-38502817;-3882978;BR-116;1;1;1;1;1;o;1;1;o;58000;350
;-38515069;-3971525;BR-116;1;1;1;1;1;o;1;1;o;7200;50
;-38507286;-4048017;BR-116;1;1;1;1;1;1;o;o;o;2900;30
;-38488836;-4117392;BR-116;1;1;1;1;1;o;o;o;o;6300;30
;-38486083;-4124314;BR-116;1;1;1;1;o;1;o;1;o;6200;30
;-38493306;-4276389;BR-116;1;1;1;1;1;o;o;1;o;9306;132
;-38481306;-4332278;BR-116;1;1;1;1;1;1;1;1;o;6826;98
;-38358781;-4505794;BR-116;1;1;1;o;1;o;o;1;o;1121;161
;-38213575;-4590804;BR-116;1;1;1;1;1;1;1;1;o;2556;37
;-38051917;-4771306;BR-116;1;1;1;o;1;o;o;1;o;3530;50
;-37999000;-4914028;BR-116;1;1;1;1;o;o;o;1;o;5724;82
;-37992500;-4947972;BR-116;1;o;o;1;1;o;o;o;o;;
;-38154306;-5155194;BR-116;1;1;1;1;1;o;o;1;o;5700;100
;-38183861;-5263583;BR-116;1;o;o;o;o;o;o;o;o;;
;-38173500;-5300611;BR-116;1;1;1;1;1;1;1;1;o;8000;105
;-38189778;-5346583;BR-116;1;1;1;1;1;o;o;1;o;5600;35
;-38399611;-5484889;BR-116;1;1;1;1;o;o;o;1;o;1500;85
;-38615133;-5879067;BR-116;1;1;1;1;1;1;1;1;1;600;24
;-38623233;-5903933;BR-116;1;1;1;o;1;1;o;o;o;2100;84
;-38623750;-5903883;BR-116;1;1;1;1;1;o;1;o;1;1000;40
;-38624150;-5904650;BR-116;1;1;1;o;1;o;1;1;o;1200;48
;-38715733;-6278617;BR-116;1;1;1;o;o;o;o;o;o;2800;112
;-38840683;-6401650;BR-116;1;1;1;o;1;o;o;1;o;1800;65
;-38844567;-6404300;BR-116;1;1;1;o;1;1;o;1;o;2100;75
;-38861167;-6418800;BR-116;1;1;1;o;1;1;1;1;o;1800;72
;-38742533;-6833983;BR-230;1;1;1;o;o;o;o;1;o;2400;75
;-38737600;-6851783;BR-116;1;1;1;o;1;o;o;1;o;3000;100
;-38780667;-7171467;BR-116;1;1;1;o;1;o;o;1;o;2800;100
;-38782500;-7181633;BR-116;1;1;1;o;1;o;1;1;o;12800;200
;-38781750;-7181850;BR-116;1;1;1;1;1;1;o;o;o;7200;150
;-38893050;-7301517;BR-116;1;1;1;1;1;o;1;1;o;22400;400
;-38934917;-7308650;BR-116;1;1;1;o;1;1;o;o;o;1750;70
;-38980867;-7477433;BR-116;1;1;1;o;o;1;o;o;o;3000;100
;-38984600;-7497650;BR-116;1;o;o;o;1;o;o;1;o;3000;100
;-38992117;-7516850;BR-116;1;1;1;o;o;o;o;o;o;4000;100
;-39087883;-7823617;BR-116;1;1;1;1;1;1;o;o;o;4000;100
;-39087583;-7826883;BR-116;1;1;1;1;1;1;o;o;o;4000;100
;-39087467;-7829950;BR-116;1;1;1;1;1;1;o;1;o;7000;180
;-41009194;-3744111;BR-222;1;1;o;1;1;o;o;1;o;7800;10
;-41001806;-3732500;BR-222;1;1;1;1;1;1;1;1;o;2334;
;-40998778;-3727139;BR-222;1;1;o;o;o;1;1;1;o;3852;
;-40997083;-3724389;BR-222;1;o;o;o;o;o;o;1;o;3976;
;-40983667;-3711583;BR-222;1;1;1;1;1;1;o;o;o;2112;
;-40915694;-3660861;BR-222;1;1;o;o;1;o;o;1;o;6697;4
;-40821194;-3745583;BR-222;1;o;1;o;o;o;o;1;o;2745;
;-40814139;-3751500;BR-222;1;1;o;o;1;1;o;1;o;1800;
;-40695861;-3749083;BR-222;1;1;1;o;o;1;o;1;o;2964;
;-40691278;-3748389;BR-222;1;o;1;o;o;1;o;1;o;3116;
;-40560222;-3755806;BR-222;1;1;1;o;1;1;o;o;o;4300;
;-40555889;-3755944;BR-222;1;o;1;o;1;o;o;1;o;1398;4
;-40513389;-3752917;BR-222;1;o;1;o;1;o;o;1;o;2410;6
;-40416694;-3710139;BR-222;1;1;1;o;o;1;o;1;o;5827;
;-40408750;-3706944;BR-222;1;1;1;1;o;1;1;1;o;22800;80
;-40335222;-3716250;BR-222;1;1;1;1;1;1;1;1;o;3675;
;-40331222;-3719806;BR-222;1;1;1;1;1;o;1;1;o;9109;
;-40321194;-3728972;BR-222;1;1;o;o;1;o;o;1;o;6738;11
;-40321539;-3729235;BR-222;1;o;1;o;1;o;o;1;o;5158;
;-40266778;-3798806;BR-222;1;1;o;o;1;1;o;1;o;3629;
;-40260303;-3797833;BR-222;1;o;1;o;o;o;o;o;1;o;
;-40056694;-3751000;BR-222;1;o;1;o;o;o;o;1;o;5300;
;-40032528;-3750917;BR-222;1;1;1;1;1;o;o;1;o;4194;
;-39790861;-3746944;BR-222;1;1;1;o;o;1;o;1;o;10676;14
;-39577360;-3697207;BR-222;1;1;1;1;1;o;o;1;o;5475;46
;-39336106;-3675077;BR-222;1;1;1;o;1;o;1;1;o;2340;20
;-39153420;-3670006;BR-222;1;1;1;o;o;o;o;1;o;3600;30
;-39119453;-3672735;BR-222;1;1;1;1;1;o;o;1;o;4825;40
;-38979910;-3667920;BR-222;1;1;1;1;1;o;o;1;o;5350;45
;-38764429;-3730584;BR-222;1;1;1;1;1;1;o;1;o;24964;208
;-38752460;-3732481;BR-222;1;1;1;1;1;o;o;o;o;4120;34
;-38741950;-3736974;BR-222;1;1;1;1;o;o;1;1;o;6960;58
;-38670939;-3764063;BR-222;1;1;1;1;1;1;1;1;o;12875;107
;-39192267;-5685767;BR-226;1;o;1;1;1;o;1;1;o;1440;12
;-39196250;-5683633;BR-226;1;1;1;o;1;o;o;1;o;1020;8
;-39197217;-5683167;BR-226;1;o;1;o;1;o;1;1;o;770;5
;-39217067;-5682517;BR-226;1;1;1;o;1;o;1;1;o;1550;14
;-39595300;-5526400;BR-226;1;1;1;o;1;1;1;1;o;1350;13
;-39705450;-5457400;BR-226;1;1;1;o;1;o;o;o;o;1220;12
;-40305233;-5404283;BR-226;1;1;1;o;1;o;1;1;o;970;7
;-40310250;-5397717;BR-226;1;1;1;1;1;1;1;1;o;670;7
;-40313067;-5394433;BR-226;1;o;o;o;1;o;o;1;o;690;7
;-40600933;-5212817;BR-226;1;;;;;;;;;;
;-40648750;-5185333;BR-226;1;;;;;;;;;;
;-38957533;-6755017;BR-230;1;1;1;1;1;1;o;o;1;1200;40
;-38977760;-6753568;BR-230;1;1;1;o;1;o;o;1;o;1200;
;-39307617;-6792350;BR-230;1;1;1;1;1;1;o;o;o;1500;45
;-39319767;-6790200;BR-230;1;1;1;1;1;1;o;1;o;1200;
;-37778861;-4578839;BR-304;1;o;1;o;1;o;o;1;o;3900;30
;-37448042;-4878400;BR-304;1;1;1;1;1;o;o;1;o;6000;52
;-40149611;-3125278;BR-402;1;o;1;o;o;o;1;1;o;1514;
;-40084278;-3126139;BR-402;1;1;o;o;1;1;o;1;o;4389;
;-40077139;-3225167;BR-402;1;1;1;o;1;1;o;o;o;5850;6
;-39914528;-3270722;BR-402;1;1;1;1;1;1;o;1;o;1361;
;-39829056;-3366822;BR-402;1;1;o;1;1;1;o;1;o;1776;5
;-39610500;-3487417;BR-402;1;o;o;1;1;o;o;o;o;7758;
;-39592139;-3496694;BR-402;1;1;o;o;o;o;o;o;o;3024;
;-39584583;-3498917;BR-402;1;o;o;1;1;1;o;o;o;420;3
;-39567972;-3485333;BR-402;1;o;o;1;1;o;o;o;o;607;
;-39565833;-3483472;BR-402;1;o;1;o;1;1;o;o;o;2085;
;-39563500;-3481250;BR-402;1;o;o;1;o;o;o;o;o;946;
;-39543806;-3475278;BR-402;1;1;o;1;o;1;o;o;o;4625;
;-39437667;-3596306;BR-402;1;1;o;1;1;o;o;o;o;690;
;-39434472;-3608556;BR-402;1;1;o;o;o;1;o;o;o;4560;
;-40119500;-2884667;BR-403;1;o;o;o;o;o;o;o;o;o;
;-40119611;-2885778;BR-403;1;1;1;o;o;o;o;o;o;o;
;-40119556;-2888056;BR-403;1;o;o;o;o;o;o;o;o;364;
;-40118528;-2904389;BR-403;1;1;o;o;1;o;o;o;o;2329;12
;-40118639;-2907750;BR-403;1;o;1;1;o;o;o;o;o;3065;
;-40112750;-3052389;BR-403;1;o;o;o;1;o;o;1;o;1634;
;-40084056;-3121306;BR-403;1;1;1;o;o;1;1;1;o;3040;
;-40656800;-5164283;BR-404;1;1;1;1;1;o;1;1;o;1350;15
;-39958250;-18266139;BR-101;1;1;1;o;1;o;1;1;o;20000;120
;-39955944;-18293639;BR-101;1;1;1;o;1;o;1;1;1;15000;80
;-39957139;-18300833;BR-101;1;1;1;o;o;o;o;1;o;1500;15
;-39948889;-18373389;BR-101;1;1;1;1;1;1;o;1;o;5000;30
;-39935056;-18421000;BR-101;1;1;1;o;1;o;o;o;o;2500;15
;-39872806;-18653278;BR-101;1;1;1;o;1;o;o;1;o;15000;80
;-39862000;-18685917;BR-101;1;o;1;o;1;o;o;o;o;9000;50
;-39875139;-18715861;BR-101;1;1;1;o;1;o;o;1;o;900;5
;-39875361;-18716472;BR-101;1;1;1;1;o;1;1;1;o;2000;10
;-39861444;-18746361;BR-101;1;1;1;o;1;o;1;1;o;10000;50
;-39896083;-18806389;BR-101;1;1;1;o;1;1;o;1;o;10000;50
;-39969056;-18926056;BR-101;1;1;1;o;1;o;o;1;o;2000;20
;-39996611;-18982056;BR-101;1;o;1;o;o;o;o;o;o;1000;5
;-40027444;-19047472;BR-101;1;1;1;o;o;o;o;1;o;5000;30
;-40095333;-19207444;BR-101;1;1;1;o;o;o;o;o;o;900;5
;-40088389;-19279139;BR-101;1;1;o;o;1;o;o;1;o;8000;55
;-40072750;-19327000;BR-101;1;1;1;1;1;1;1;1;o;9000;50
;-40064417;-19355028;BR-101;1;1;1;o;o;o;o;o;o;2000;15
;-40113722;-19474583;BR-101;1;1;1;o;1;1;o;o;o;4000;35
;-40127639;-19491111;BR-101;1;1;1;o;1;o;o;o;o;10000;70
;-40155667;-19532694;BR-101;1;1;1;o;o;o;o;1;o;3000;30
;-40200639;-19596917;BR-101;1;1;1;o;1;o;1;1;o;2500;20
;-40217278;-19618194;BR-101;1;1;1;1;o;1;o;o;o;3000;25
;-40360583;-19733667;BR-101;1;1;1;o;1;o;o;1;o;3000;25
;-40380389;-19755472;BR-101;1;1;1;o;1;1;1;1;o;2000;10
;-40372500;-19779278;BR-101;1;1;1;o;o;o;1;1;o;2500;15
;-40365778;-19814583;BR-101;1;o;1;o;o;o;o;1;1;2000;10
;-40369917;-19823694;BR-101;1;1;1;o;o;o;o;o;o;1500;10
;-40379556;-19831889;BR-101;1;o;1;o;o;o;o;o;o;1000;5
;-40384083;-20052250;BR-101;1;1;1;o;o;o;o;1;o;8000;40
;-40367111;-20067750;BR-101;1;1;1;o;o;o;o;1;o;9000;50
;-40313543;-20118050;BR-101;1;1;1;o;1;1;1;1;o;49000;50
;-40304354;-20123975;BR-101;1;1;1;o;1;1;o;1;o;10000;20
;-40265628;-20176360;BR-101;1;1;1;o;1;o;o;1;o;8500;30
;-40269034;-20195094;BR-101;1;1;1;o;1;o;1;o;o;6000;20
;-40268865;-20204569;BR-101;1;o;o;o;o;o;o;o;o;o;o
;-40269029;-20206941;BR-101;1;1;1;o;1;o;o;o;o;5000;10
;-40269160;-20214236;BR-101;1;1;1;o;1;1;o;1;1;10000;25
;-40269803;-20222598;BR-101;1;1;1;o;1;o;o;o;o;o;o
;-40271816;-20227683;BR-101;1;o;1;o;1;o;o;o;1;3000;o
;-40271816;-20227683;BR-101;1;1;1;o;1;o;1;1;o;10000;70
;-40318568;-20211105;BR-101;1;1;1;o;1;o;o;1;1;15000;50
;-40396544;-20317456;BR-101;1;1;1;o;1;o;o;1;o;15000;50
;-40403029;-20338679;BR-101;1;o;1;1;o;o;o;o;1;o;o
;-40417833;-20355156;BR-101;1;1;1;1;1;o;o;1;o;7000;25
;-40423280;-20358228;BR-101;1;1;1;o;1;o;1;o;o;6000;40
;-40448517;-20377668;BR-101;1;1;1;o;1;1;o;1;o;7800;30
;-40458142;-20382768;BR-101;1;1;1;o;1;o;o;1;o;8000;40
;-40463700;-20387450;BR-101;1;1;1;1;1;1;1;1;o;5000;50
;-40459100;-20409467;BR-101;1;1;1;1;1;o;1;1;o;5000;50
;-40480617;-20557267;BR-101;1;1;1;1;o;o;o;1;o;15000;150
;-40503067;-20600033;BR-101;1;1;1;1;o;1;1;1;o;4000;40
;-40777667;-20775417;BR-101;1;1;1;1;1;o;1;1;o;8000;80
;-40804917;-20791700;BR-101;1;1;1;o;o;1;1;1;o;8000;80
;-40804917;-20791717;BR-101;1;1;1;o;1;1;1;1;o;3000;30
;-40937583;-20865683;BR-101;1;1;1;o;1;1;o;1;o;2000;20
;-41049483;-20896050;BR-101;1;1;1;o;1;1;1;1;o;8000;80
;-41079683;-20928117;BR-101;1;1;1;o;1;o;1;1;o;4000;40
;-41144867;-21010000;BR-101;1;1;1;1;1;o;1;1;o;9000;90
;-41227867;-21072217;BR-101;1;1;1;o;o;1;o;1;o;3000;30
;-41250867;-21094033;BR-101;1;1;1;1;o;o;1;1;o;30000;300
;-40509861;-19556139;BR-259;1;1;1;o;1;o;o;o;o;3000;15
;-40580556;-19532222;BR-259;1;1;1;o;1;1;1;1;o;3000;15
;-40678250;-19526583;BR-259;1;1;1;o;1;o;o;1;o;10000;60
;-40999528;-19518389;BR-259;1;1;1;1;1;o;1;o;o;7800;35
;-40357445;-20333069;BR-262;1;o;1;1;o;o;o;o;o;o;o
;-40361719;-20332678;BR-262;1;o;1;1;1;o;1;o;o;1500;o
